;;;"HAZ TU PEDIDO Y ""CRECE CON NOSOTROS""";;;;;;;;
000000001064;;CASE K03 CON FUENTE 400W 4PIN LED;;K03;;45,99;;48 HORAS (FUENTE);;;
000000001293;;CASE K09 CON FUENTE 500W 12CM 20+4PIN;;K09;;49,45;;S/G;;;
000000001285;;CASE K11 SIN FUENTE 600W 12CM 20+4PIN;;K11;;55,00;;N/A;;;
000000001626;;CASE LIAN LI 011DYNAMIC NEGRO CS-PCO11DX;;CS-PCO11DX;;236,51;;N/A;;;
000000001621;;"CASE THERMALTAKE H SERIE H700TGK MDT CA-H700TGK (1 FAN
COOLER)";;CA-H700TGK;;158,32;;N/A;;;
000000001663;;CASE THERMALTAKE VERSA H21 NEGRO CA-B2M1NN (1 FAN COOLER);;CA-B2M1NN;;104,37;;N/A;;;
000000001617;;CASE THERMALTAKE VIEW 300MX CA-V300MXK (2 FAN COOLER);;CA-V300MXK;;249,99;;N/A;;;
000000000314;;CASE VARIOS CON FUENTE LP36 / LP22;;CASE CON FUENTE;;51,81;;N/A;;;
COMPUTADOR NUEVO;;;;;;;;;;;
000000000783;;ALL IN ONE HP 205 AMD ATHLON G4 4GB DDR4 1TB HDD FREDOS 22´;;205;;286,45;;12 MESES;;;
;;;;;;;;;;;
NOTA: PRECIOS VALIDOS SOLO POR 24 HORAS, LOS MISMOS PUEDEN VARIAR SIN VENTAS AL MAYOR , NO SE DEVUELVE DINERO UNA VEZ REALIZADA LA COMPRA;;;;;;;;;;;
;;;;;;;;;;;
GReport 1.1.3;;;;;;;;;;Página 11/29;
;;;;;;;;;;;
;;;"HAZ TU PEDIDO Y ""CRECE CON NOSOTROS""";;;;;;;;
;;;;;;;;;;;
;;;;;;;;;FECHA: 08/05/2023;;
;;;;;;;;;;;
;;;;;;;;;;;
CODIGO;;DESCRIPCION;;MODELO;;PRECIO;;GARANTIA;;;
000000000861;;COMPUTADOR CLON NUEVO I5 4GEN 4GB 120GB SSD;;I5/4GB/120SSD;;138,32;;6 MESES;;;
000000001660;;"COMPUTADOR DELL INSPIRON 3910 BLU CORE I5-12400 1TB+256GB SSD
12GB UHD GRAPHICS DVDRW WIFI W11";;I3910-BLU;;706,49;;12 MESES;;;
000000001662;;"COMPUTADOR LENOVO THINK M90S SFF CORE I5-10500 256GB SSD 8GB
DVDRW W10";;M90S;;564,93;;12 MESES;;;
COMPUTADOR REFURBISH;;;;;;;;;;;
000000000040;;COMPUTADOR DELL I3 6GEN 4GB SIN DISCO SLIM SFF REFURBISHES;;I3 6GEN 4GB SSD 120;;80,00;;3 MESES;;;
000000000592;;COMPUTADOR DELL I5 6GEN 8GB SSD120GB SLIM SFF REFUBISHED;;I5 6GEN 120SSD 8GB;;148,35;;3 MESES;;;
000000000737;;COMPUTADOR DELL I7 4GEN 4GB 160/320/500GB SLIM REFURBISHED;;I7 4GEN 4GB 160GB;;129,00;;3 MESES;;;
000000000669;;COMPUTADOR DELL MINI I5 7GEN 8GB HDD250 / 500GB REFURBISH SLIM;;I5 7GEN 4GB 250GB;;146,00;;3 MESES;;;
000000001587;;"COMPUTADOR DELL MINI I5 7GEN 8GB SSD 256GB REFURBISHES SLIM
USFF";;I5 6GEN 8GB SSD256GB;;150,00;;3 MESES;;;
000000001707;;"COMPUTADOR DELL MINI I5 9GEN 4GB SSD256GB M.2 SLIM USFF
REFURBHISED";;I5 9GEN 4GB 256SSD;;214,99;;3 MESES;;;
000000001517;;COMPUTADOR DELL OPTIPLEX7040 MINI I5 6TA 8GB M.2 256GB SSD;;OPTIPLEX7040 MINI I5;;185,00;;3 MESES;;;
000000000890;;"COMPUTADOR HP AMD A6 PRO 7400B 4GB 160/250/320/500GB SLIM
REFURBISHED";;ADM A6 PRO 7400B;;120,00;;3 MESES;;;
000000000005;;COMPUTADOR HP ATHLON 3GEN 250/320/500GB SLIM REFURBISHED;;HP ATLON 3GEN 3GB;;99,00;;3 MESES;;;
;;;;;;;;;;;
NOTA: PRECIOS VALIDOS SOLO POR 24 HORAS, LOS MISMOS PUEDEN VARIAR SIN VENTAS AL MAYOR , NO SE DEVUELVE DINERO UNA VEZ REALIZADA LA COMPRA;;;;;;;;;;;
;;;;;;;;;;;
GReport 1.1.3;;;;;;;;;;Página 12/29;
;;;;;;;;;;;
;;;"HAZ TU PEDIDO Y ""CRECE CON NOSOTROS""";;;;;;;;
;;;;;;;;;;;
;;;;;;;;;FECHA: 08/05/2023;;
;;;;;;;;;;;
;;;;;;;;;;;
CODIGO;;DESCRIPCION;;MODELO;;PRECIO;;GARANTIA;;;
000000001078;;COMPUTADOR HP I5 4GEN 8GB 320/500GB SLIM REFURBISHED;;I5 4GEN 4GB 160GB;;115,00;;3 MESES;;;
000000000471;;COMPUTADOR HP I5 6GEN 8GB 250/500 GB REFURBISH;;I5 6GEN 4GB 250-500;;145,00;;3 MESES;;;
000000000383;;COMPUTADOR HP I5 6TA 4GB 250/500GB REFURBISH;;I5 320GB 4GEN;;168,00;;3 MESES;;;
000000000507;;COMPUTADOR HP MINI I5 4GEN 4GB 500GB;;I5 4GEN 4GB 500GB;;109,00;;3 MESES;;;
000000001579;;COMPUTADOR HP MINI I3 6GEN 4GB 500GB REFURBISHES;;I3 6GEB 4GB 500GB;;114,00;;3 MESES;;;
000000000469;;COMPUTADOR HP MINI I5 6GEN 8GB 128SSD REFURBISHES SLIM USFF;;I5 6GEN 8GB 128SSD;;140,00;;3 MESES;;;
000000001583;;COMPUTADOR HP MINI I5 6GEN 8GB 500GB REFURBISHE;;I5 6GEN 8GB 500GB;;130,00;;3 MESES;;;
000000001532;;COMPUTADOR HP PRODESK I5 6GEN 500GB 8GB REFURBISHED;;HP I5 6GEN 8GB 500GB;;149,00;;3 MESES;;;
000000000504;;COMPUTADOR HP XEON V3 4GB RAM 250GB/500GB REFURBISH;;XEON V3;;110,00;;3 MESES;;;
000000000351;;COMPUTADOR LENOVO I3 6GEN 4GB 120GB SSD SLIM REFURBISHED;;LENOVO I3 6G 4GB 120;;147,00;;3 MESES;;;
000000000571;;COMPUTADOR LENOVO I5 4GEN 4GB 250-500GB SLIM REFURBISHED;;I5 4GEN 4GB 160GB;;99,00;;3 MESES;;;
000000000746;;COMPUTADOR LENOVO I5 6GEN 500GB 8GB REFURBISH;;LENOVO I5 6GEN 500G;;140,00;;3 MESES;;;
000000000898;;"COMPUTADOR MINI DELL I5 8GEN 8GB SSD256GB M.2 SLIM USFF
REFURBISHED";;I5 6GRN 8GB 256SSD;;219,99;;3 MESES;;;
;;;;;;;;;;;
NOTA: PRECIOS VALIDOS SOLO POR 24 HORAS, LOS MISMOS PUEDEN VARIAR SIN VENTAS AL MAYOR , NO SE DEVUELVE DINERO UNA VEZ REALIZADA LA COMPRA;;;;;;;;;;;
;;;;;;;;;;;
GReport 1.1.3;;;;;;;;;;Página 13/29;
;;;;;;;;;;;
;;;"HAZ TU PEDIDO Y ""CRECE CON NOSOTROS""";;;;;;;;
;;;;;;;;;;;
;;;;;;;;;FECHA: 08/05/2023;;
;;;;;;;;;;;
;;;;;;;;;;;
CODIGO;;DESCRIPCION;;MODELO;;PRECIO;;GARANTIA;;;
000000001140;;COMPUTADOR MINI HP I5 6GEN 4GB 128SSD REFURBISHES SLIM USFF;;I5 6GEN 4GB SSD128;;135,00;;3 MESES;;;
000000001580;;COMPUTADOR MINI HP I5 6GEN 4GB 500GB REFURBISHES;;I5 6GEN 4GB 500GB;;145,00;;3 MESES;;;
000000001442;;LOTE EQUIPOS VARIAS MARCAS, MIXTOS SIN HDD ML FACT 231001;;;;66,80;;3 MESES;;;
COOLER Y ENFRIAMIENTO;;;;;;;;;;;
000000001615;;"FAN COOLER DEEPCOOL AG400 BK ARGB INTEL
LGA1700/1200/1151/1150/1155/ AMD AM5/AM4";;AG400 BK;;43,57;;48 HORAS;;;
000000001624;;FAN COOLER MASTER HYPER 212 RGB FAN-212CR2;;FAN-212CR2;;109,00;;48 HORAS;;;
000000000906;;FAN COOLER NYCETEK RGB 120MM RGB;;FAN COOLER RGB;;3,75;;48 HORAS;;;
000000000449;;FAN COOLER PROCESADOR LGA1155;;120MM;;8,16;;48 HORAS;;;
000000001261;;FAN COOLER RGBF100 CHECKPOINT 3X120MM RGB;;FAN RGBF100;;14,56;;48 HORAS;;;
000000001742;;"FAN COOLER THERMALRIGHT FROZEN NOTTE 240 BLACK ARGB
REFRIGERACION LIQUIDA";;NOTTE 240 BLACK;;8,16;;48 HORAS;;;
000000001272;;FAN COOLER U UP50 COOLER SOCKET INTEL- 115X / 1200;;UP50 115X / 1200;;4,91;;48 HORAS;;;
000000001165;;"SISTEMA RGB REFRIGERACION LIQUIDO CORSAIR CPU-U H100L-046BD
CC-9060046-WW";;CC-9060046-WW;;176,88;;3 MESES;;;
000000001666;;"SISTEMA RGB REFRIGERACION LIQUIDO CORSAIR CPU-U H100X-0065
CW-9060065-WW";;CW-9060065-WW;;110,00;;3 MESES;;;
;;;;;;;;;;;
NOTA: PRECIOS VALIDOS SOLO POR 24 HORAS, LOS MISMOS PUEDEN VARIAR SIN VENTAS AL MAYOR , NO SE DEVUELVE DINERO UNA VEZ REALIZADA LA COMPRA;;;;;;;;;;;
;;;;;;;;;;;
GReport 1.1.3;;;;;;;;;;Página 14/29;
;;;;;;;;;;;
;;;"HAZ TU PEDIDO Y ""CRECE CON NOSOTROS""";;;;;;;;
;;;;;;;;;;;
;;;;;;;;;FECHA: 08/05/2023;;
;;;;;;;;;;;
;;;;;;;;;;;
CODIGO;;DESCRIPCION;;MODELO;;PRECIO;;GARANTIA;;;
000000001688;;"SISTEMA RGB REFRIGERACION LIQUIDO CORSAIR iCUE H60XELITE
CW-9060064-WW";;CW-9060064-WW;;79,93;;3 MESES;;;
DISCO DE ALMACENAMIENTO;;;;;;;;;;;
000000000871;;DISCO DURO EXTERNO SEAGATE 1TB 2.5 USB 3.0;;1TB;;49,50;;3 M;;;
000000000904;;"DISCO DURO SAS PARA SERVIDOR PULL 3.5"" 1TB";;1TB 3.5;;18,00;;3 M;;;
000000000043;;DISCO DURO WESTER DIGITAL PULL 1TB SATA REFURBISH;;1TB SATA;;21,03;;3 MESES;;;
000000000046;;DISCO SOLIDO ADDLINK 120GB SSD 2.5? SATA III 6Gb/s;;SSD 120GB 2.5;;10,78;;12 MESES;;;
000000000417;;DISCO SOLIDO ADDLINK 1TB SSD S68 M.2 2100/1700MB GEN 3X4;;1TB M.2 S68;;48,94;;12 MESES;;;
000000001490;;DISCO SOLIDO ADDLINK 256GB M.2 S70 3000/1000 GEN 3X4;;S70 256GB M.2 GEN3X4;;19,33;;12 MESES;;;
000000000192;;DISCO SOLIDO ADDLINK 256GB SSD 2.5 SATA III 6Gb/s;;256GB 2.5;;15,60;;12 MESES;;;
000000001452;;"DISCO SOLIDO ADDLINK 2TB SSD 2.5"" SATA III S20 / S22QLC 6Gb/s";;ADDLINK 2TB 2.5;;86,48;;12 M;;;
000000000193;;DISCO SOLIDO ADDLINK 512GB 2.5 SATA III 6Gb/s;;512GB 2.5;;24,89;;12 MESES;;;
000000000513;;DISCO SOLIDO KINGSTON 480GB 2.5 SATA 3;;SSD 480GB;;30,50;;12 MESES;;;
000000001611;;DISCO SOLIDO MUSHKIN 480GB SSD M.2 480GB GEN3 X4;;SSD 480 M.2 GEN 3X4;;29,91;;12 M;;;
;;;;;;;;;;;
NOTA: PRECIOS VALIDOS SOLO POR 24 HORAS, LOS MISMOS PUEDEN VARIAR SIN VENTAS AL MAYOR , NO SE DEVUELVE DINERO UNA VEZ REALIZADA LA COMPRA;;;;;;;;;;;
;;;;;;;;;;;
GReport 1.1.3;;;;;;;;;;Página 15/29;
;;;;;;;;;;;
;;;"HAZ TU PEDIDO Y ""CRECE CON NOSOTROS""";;;;;;;;
;;;;;;;;;;;
;;;;;;;;;FECHA: 08/05/2023;;
;;;;;;;;;;;
;;;;;;;;;;;
CODIGO;;DESCRIPCION;;MODELO;;PRECIO;;GARANTIA;;;
000000000181;;DISCO WESTER DIGITAL PULL 2TB 3.5;;BARRACUDA 2TB;;36,60;;3 MESES;;;
ELECTRODOMESTICOS;;;;;;;;;;;
000000000136;;ARROCERA 10 CUP NEGRA TS-20;;TS-20;;30,00;;3 MESES;;;
000000000135;;ARROCERA ELECTRICA 8 CUP TS-15;;TS-15;;25,00;;3 MESES;;;
000000000986;;TELEFONO PANASONIC KX-TS500MX ALAMBRICO FIJO;;KX-TS500MX;;13,80;;1 MES;;;
000000000540;;TELEFONO PANASONIC KX-TSC7708CID ALAMBRICO FIJO;;KX-TSC7708CID;;21,89;;1 MES;;;
000000000123;;TETERA BLANCA 1.7 L KT-1617;;KT-1617;;13,00;;;;;
FUENTES DE PODER;;;;;;;;;;;
000000000206;;FUENTE DE PODER CORSAIR 1000W USADA;;0024859NE;;84,00;;1 MES;;;
000000000438;;FUENTE DE PODER CLASICA UATX-550W;;UATX-550W;;15,43;;48 HORAS;;;
000000000222;;FUENTE DE PODER EVGA 1000W P5 80+PLATINUM FULLY MODULAR;;1000W PLATINUM;;210,72;;3 MESES;;;
000000000403;;FUENTE DE PODER EVGA 600W 80 PLUS;;EVGA 600W 80;;54,66;;3 MESES;;;
000000001578;;FUENTE DE PODER EVGA 850W G5 80+ GOLD FULLY MODULAR;;850W G5 GOLD;;154,34;;3 MESES;;;
000000001574;;"FUENTE DE PODER GIGABYTE GP-UD750GM 750W POWER SUPPLY 80+
GOLD";;GP-UD750GM;;111,11;;3 MESES;;;
;;;;;;;;;;;
NOTA: PRECIOS VALIDOS SOLO POR 24 HORAS, LOS MISMOS PUEDEN VARIAR SIN VENTAS AL MAYOR , NO SE DEVUELVE DINERO UNA VEZ REALIZADA LA COMPRA;;;;;;;;;;;
;;;;;;;;;;;
GReport 1.1.3;;;;;;;;;;Página 16/29;
;;;;;;;;;;;
;;;"HAZ TU PEDIDO Y ""CRECE CON NOSOTROS""";;;;;;;;
;;;;;;;;;;;
;;;;;;;;;FECHA: 08/05/2023;;
;;;;;;;;;;;
;;;;;;;;;;;
CODIGO;;DESCRIPCION;;MODELO;;PRECIO;;GARANTIA;;;
000000001081;;FUENTE DE PODER NYCETEK 650W ATX POWER SUPPLY;;650W;;15,80;;48 HORAS;;;
000000001706;;FUENTE DE PODER NYCETEK 850W ATX POWER SUPPLY;;NPS-F850W;;19,70;;48 HORAS;;;
IMPRESORAS;;;;;;;;;;;
000000000561;;"IMPRESORA CANON G2160 MULTIFUNCIONAL PIXMA TINTA CONTINUA
COLOR";;G2160;;159,41;;12 MESES;;;
000000001652;;IMPRESORA CREALITY ENDER 3 3D ALUMINUM BLACK;;ENDER 3 3D;;257,00;;6 MESES;;;
000000001650;;"IMPRESORA CREALITY ENDER 3 NEO 3D PRINTER CON CR TOUCH AUTO
BED LEVELING KIT";;ENDER 3 NEO 3D;;275,46;;6 MESES;;;
000000001548;;IMPRESORA EPSON L3250 MULTIFUNCIONAL- WIFI- USB;;L3250;;212,40;;1 AÑO;;;
MEMORIAS;;;;;;;;;;;
000000000617;;CABLE AUDIO/VIDEO RCA A RCA;;RCA / RCA;;1,38;;;;;
000000000684;;FUENTE DE PODER MICRO ATX MARCA U 500W CLASICA;;550W;;16,95;;24 HORAS;;;
000000000757;;MEMORIA 2GB DDR3 1333MHZ;;DDR3 2GB;;10,00;;3 MESES;;;
000000000845;;MEMORIA 4GB DDR3 PARA LAPTOP PULL 12800S;;4GB DDR3 NOT PULL;;10,50;;3 MESES;;;
000000001534;;MEMORIA 4GB DDR4 PARA PC RBF;;4GB DDR4;;14,06;;3 MESES;;;
000000000796;;MEMORIA 8GB DDR3 PC RFB;;8GB DDR3;;23,34;;3 MESES;;;
;;;;;;;;;;;
NOTA: PRECIOS VALIDOS SOLO POR 24 HORAS, LOS MISMOS PUEDEN VARIAR SIN VENTAS AL MAYOR , NO SE DEVUELVE DINERO UNA VEZ REALIZADA LA COMPRA;;;;;;;;;;;
;;;;;;;;;;;
GReport 1.1.3;;;;;;;;;;Página 17/29;
;;;;;;;;;;;
;;;"HAZ TU PEDIDO Y ""CRECE CON NOSOTROS""";;;;;;;;
;;;;;;;;;;;
;;;;;;;;;FECHA: 08/05/2023;;
;;;;;;;;;;;
;;;;;;;;;;;
CODIGO;;DESCRIPCION;;MODELO;;PRECIO;;GARANTIA;;;
000000001535;;MEMORIA 8GB DDR4 PARA PC RBF;;8GB DDR4;;28,00;;3 MESES;;;
000000001375;;"MEMORIA ADDLINK 16GB DDR5 4800MHZ CL40 UDIMM
AG16GB48C40D5UB";;AG16GB48C40S5UB;;97,44;;12 M;;;
000000001376;;"MEMORIA ADDLINK 16GBX2 (32GB KIT) DDR5 4800MHZ CL40 UDIMM
AG16GB48C40S5UBX2";;16GBX2 DDR5 4800MHZ;;198,24;;12 M;;;
000000001378;;"MEMORIA ADDLINK 8GBX2 (16GB KIT) DDR4 3200MHZ CL16 UDIMM RGB
AG8GB32C16X4UBX2";;AG8GB16C16X4UBX2;;124,94;;12 MESES;;;
000000001654;;"MEMORIA ADDLINK RGB 16GB DDR4 3200MHZ CL16 UDIMM
AG16GB32C16X4UB";;AG16GB32C16X4UB;;50,00;;12 M;;;
000000001377;;"MEMORIA ADDLINK RGB 16GBX2 (32GB KIT) DDR4 3200MHZ CL16
UDIMM AG16GB32C16X4UBX2";;AG16GB32C16X4UBX2;;73,13;;12 MESES;;;
000000000807;;MEMORIA ADDLINK RGB 8GB DDR4 3200MHZ CL16;;8GB DDR4 RGB 3200MHZ;;27,00;;12 M;;;
000000001089;;MEMORIA ADDLINK SPIDER N4-16GB DDR4 3200MHZ CL22 SODIMM;;16GB DDR4 3200MHZ N4;;52,14;;12 M;;;
000000001687;;MEMORIA CORSAIR VENGEANCE LPX 16GB 2X8GB DDR4 2666MHZ C16;;CMW8GX4M2A2666C16;;49,00;;12 MESES;;;
000000001671;;MEMORIA CORSAIR VENGEANCE RGB RS8GB 1X8 DDR4 3200MHZ C16;;CMG8GX4M1E3200C16;;33,00;;12 MESES;;;
000000001150;;MEMORIA CRUCIAL 32GBKIT (2 X 16GB) DDR5 4800 PARA PC;;32GB KIT DDR5 4800;;245,00;;12 MESES;;;
000000000394;;MEMORIA MIXED RAM 4GB DDR3 PC3 1600/12800 REFURBISH;;4GB DDR3 1600/12800;;7,90;;3 MESES;;;
000000000037;;MEMORIA MUSHKIN 2GB PC2-6400;;PC2 2GB 6400;;13,11;;12 MESES;;;
;;;;;;;;;;;
NOTA: PRECIOS VALIDOS SOLO POR 24 HORAS, LOS MISMOS PUEDEN VARIAR SIN VENTAS AL MAYOR , NO SE DEVUELVE DINERO UNA VEZ REALIZADA LA COMPRA;;;;;;;;;;;
;;;;;;;;;;;
GReport 1.1.3;;;;;;;;;;Página 18/29;
;;;;;;;;;;;
;;;"HAZ TU PEDIDO Y ""CRECE CON NOSOTROS""";;;;;;;;
;;;;;;;;;;;
;;;;;;;;;FECHA: 08/05/2023;;
;;;;;;;;;;;
;;;;;;;;;;;
CODIGO;;DESCRIPCION;;MODELO;;PRECIO;;GARANTIA;;;
000000000331;;MEMORIA MUSHKIN 4GB PC3L 12800Mhz NOTEBOOK;;PC3L 4G 12800MHZ NOT;;20,16;;12 MESES;;;
000000001773;;MEMORIA PATRIOT 8GB DDR4 2666MHZ NOTEBOOK;;NOTEB 8GB DDR4 266;;24,26;;12 MESES;;;
000000001382;;MEMORIA PNY 16GB DDR4 2666MHZ PC4-21300 PARA PC;;16GB DDR4 2666MHZ;;51,32;;1 AÑO;;;
000000000036;;MEMORIA PNY 8GB DDR3 1600MHZ SODIMM NOTEBOOK;;8GB DDR3 SODIMM;;21,03;;12 MESES;;;
000000001006;;MEMORIA PNY DDR3 4GB 1600MHZ PARA NOTEBOOK;;DDR3 4GB NOTEBOOK;;14,60;;12 MESES;;;
000000000532;;MEMORIA PNY DDR3 4GB 1600MHZ PARA PC;;DDR3 4GB 1600MHZ;;15,50;;12 MESES;;;
000000001275;;MEMORIA PNY RGB 8GB DDR4 3200MHZ DIMM;;8GB DDR4 DIMM;;25,72;;12 M;;;
000000000292;;MICRO SD KINGSTON HC CLASS 10 32GB CON ADAPTADOR;;SDCS2-32GB-TW;;3,64;;12 MESES;;;
000000001173;;MICRO SD KINGSTON HC CLASS 10 256GB CON ADAPTADOR;;SDCS2-256GB-TW;;30,31;;12 MESES;;;
MONITORES;;;;;;;;;;;
000000000032;;MONITOR 19¨ REFURBISH MIXED CLASE A SIN CABLES;;19´;;43,00;;3 MESES;;;
000000000018;;MONITOR 20´´REFURBISH MIXED CLASE A;;20´´ RFB;;59,00;;3 MESES;;;
000000001017;;MONITOR 20´´REFURBISH MIXED CLASE B;;20´ RFB;;45,00;;3 MESES;;;
;;;;;;;;;;;
NOTA: PRECIOS VALIDOS SOLO POR 24 HORAS, LOS MISMOS PUEDEN VARIAR SIN VENTAS AL MAYOR , NO SE DEVUELVE DINERO UNA VEZ REALIZADA LA COMPRA;;;;;;;;;;;
;;;;;;;;;;;
GReport 1.1.3;;;;;;;;;;Página 19/29;
;;;;;;;;;;;
;;;"HAZ TU PEDIDO Y ""CRECE CON NOSOTROS""";;;;;;;;
;;;;;;;;;;;
;;;;;;;;;FECHA: 08/05/2023;;
;;;;;;;;;;;
;;;;;;;;;;;
CODIGO;;DESCRIPCION;;MODELO;;PRECIO;;GARANTIA;;;
000000001559;;"MONITOR 27"" MSI OPTIX-G27C5 GAMING 165HZ 1920X1080 HD CURVED";;OPTIX-G27C5;;298,08;;1 AÑO;;;
000000001658;;"MONITOR DELL SE2422H 24"" 1920X1080 AMD FREESYNC 3000 VGA";;SE2422H;;142,07;;12 MESES;;;
000000001400;;"MONITOR HP 22"" CLASE A LCD REFURBISHED";;MONITOR 22;;60,90;;3 MESES;;;
000000001079;;MONITOR LG 20¨ 20MK400H-B HDMI;;LG20MK400HB;;83,06;;3 AÑOS;;;
000000001454;;MONITOR LG 22¨ FULL HD 1920 x 1080 CON AMD FREESYNC 22MP410-B;;"22"" 22MP410-B";;104,64;;3 AÑOS;;;
000000001456;;"MONITOR LG 26¨ ULTRAWIDE 2560x1080p AMD FREESYNC IPS
26WQ500-B";;"26"" 26WQ500-B";;173,96;;3 AÑOS;;;
000000001175;;MONITOR LG 27¨ FULL HD IPS 27MP60G-B.AWP CON AMD FREESYNC;;27¨27MP60G;;183,12;;3 AÑOS;;;
000000001455;;MONITOR LG 32¨QHD 2560 x 1440p WIDE 32QN600-B;;"32"" 32QN600-B";;305,14;;3 AÑOS;;;
000000001720;;MONITOR LG 19¨ LCD FHD 1366 x 768 WIDE 19M38H-B AWP;;19M38H-B.AWP;;75,86;;3 AÑOS;;;
000000001724;;MONITOR LG 24¨ HD 1920 x 1080 WIDE 24MK430H-B.AWP;;24MK430H-B.AWP;;116,41;;3 AÑOS;;;
000000001726;;MONITOR LG 24¨ LCD 1920 x 1080 FHD WIDE 24GN60R-B;;24GN60R-B;;183,12;;3 AÑOS;;;
